;Unnamed: 0;id;link;author;description;source;favorite_count;retweet_count;lang;tweet_type;user_statuses_count;user_friends_count;user_followers_count;"boost_value ";cleaned;token;re_stop;stem;join;polarity
408;408;522;https://twitter.com/ratnaaarg/statuses/1585657542272688128;ratnaaarg;"Kumpulan tarif angkot reguler non Jaklingko pasca kenaikan BBM

( Di update tiap ada kesempatan naik angkot)";Twitter Web App;0;7;in;retweet;22628;201;356;1.966292135;kumpulan tarif angkot reguler non jaklingko pasca kenaikan bbm di update tiap ada kesempatan naik angkot;['kumpulan', 'tarif', 'angkot', 'reguler', 'non', 'jaklingko', 'pasca', 'kenaikan', 'bbm', 'di', 'update', 'tiap', 'ada', 'kesempatan', 'naik', 'angkot'];['kumpulan', 'tarif', 'angkot', 'reguler', 'non', 'jaklingko', 'pasca', 'kenaikan', 'bbm', 'update', 'kesempatan', 'angkot'];['kumpul', 'tarif', 'angkot', 'reguler', 'non', 'jaklingko', 'pasca', 'naik', 'bbm', 'update', 'sempat', 'angkot'];kumpul tarif angkot reguler non jaklingko pasca naik bbm update sempat angkot;1
409;409;523;https://twitter.com/mendangidss/statuses/1585657369555767296;mendangidss;@tanyakanrl Bioskop, jalan raya, lampu merah, krl, jaklingko, tj, halte tj, villa di bogor, villa di tangsel, mall, masjid, ah dah lah capek mikirnya, semua tempat keknya yang ak kunjungin pernah jadi tempat nangis 🙂🙏;Twitter for Android;0;0;in;reply;576;184;72;0;bioskop jalan raya lampu merah krl jaklingko tj halte tj villa di bogor villa di tangsel mall masjid ah dah lah capek mikirnya semua tempat keknya yang ak kunjungin pernah jadi tempat nangis;['bioskop', 'jalan', 'raya', 'lampu', 'merah', 'krl', 'jaklingko', 'tj', 'halte', 'tj', 'villa', 'di', 'bogor', 'villa', 'di', 'tangsel', 'mall', 'masjid', 'ah', 'dah', 'lah', 'capek', 'mikirnya', 'semua', 'tempat', 'keknya', 'yang', 'ak', 'kunjungin', 'pernah', 'jadi', 'tempat', 'nangis'];['bioskop', 'jalan', 'raya', 'lampu', 'merah', 'krl', 'jaklingko', 'halte', 'villa', 'bogor', 'villa', 'tangsel', 'mall', 'masjid', 'ah', 'dah', 'capek', 'mikirnya', 'keknya', 'ak', 'kunjungin', 'nangis'];['bioskop', 'jalan', 'raya', 'lampu', 'merah', 'krl', 'jaklingko', 'halte', 'villa', 'bogor', 'villa', 'tangsel', 'mall', 'masjid', 'ah', 'dah', 'capek', 'mikirnya', 'kek', 'ak', 'kunjungin', 'nang'];bioskop jalan raya lampu merah krl jaklingko halte villa bogor villa tangsel mall masjid ah dah capek mikirnya kek ak kunjungin nang;1
410;410;524;https://twitter.com/BungDenni/statuses/1585657025912270848;BungDenni;"@fishermansfrn @namialusuga @firzahusainInc Misalnya, sistem jaklingko itu bagus sekali menurut saya. Kemudian kebijakan pembebasan PBB utk mereka yg berjasa ke Jakarta juga sangat humanis. Penghapusan PBB utk unit dibawah 2M juga keren (jaman Ahok jg ada, tp batas nya 1M, CMIIW).
Ahok juga bagus eBudgeting nya";Twitter for Android;0;0;in;reply;513;132;12;0;misalnya sistem jaklingko itu bagus sekali menurut saya kemudian kebijakan pembebasan pbb utk mereka yg berjasa ke jakarta juga sangat humanis penghapusan pbb utk unit dibawah m juga keren jaman ahok jg ada tp batas nya m cmiiw ahok juga bagus ebudgeting nya;['misalnya', 'sistem', 'jaklingko', 'itu', 'bagus', 'sekali', 'menurut', 'saya', 'kemudian', 'kebijakan', 'pembebasan', 'pbb', 'utk', 'mereka', 'yg', 'berjasa', 'ke', 'jakarta', 'juga', 'sangat', 'humanis', 'penghapusan', 'pbb', 'utk', 'unit', 'dibawah', 'm', 'juga', 'keren', 'jaman', 'ahok', 'jg', 'ada', 'tp', 'batas', 'nya', 'm', 'cmiiw', 'ahok', 'juga', 'bagus', 'ebudgeting', 'nya'];['sistem', 'jaklingko', 'bagus', 'kebijakan', 'pembebasan', 'pbb', 'utk', 'berjasa', 'jakarta', 'humanis', 'penghapusan', 'pbb', 'utk', 'unit', 'dibawah', 'm', 'keren', 'jaman', 'ahok', 'tp', 'batas', 'nya', 'm', 'cmiiw', 'ahok', 'bagus', 'ebudgeting', 'nya'];['sistem', 'jaklingko', 'bagus', 'bijak', 'bebas', 'pbb', 'utk', 'jasa', 'jakarta', 'humanis', 'hapus', 'pbb', 'utk', 'unit', 'bawah', 'm', 'keren', 'jaman', 'ahok', 'tp', 'batas', 'nya', 'm', 'cmiiw', 'ahok', 'bagus', 'ebudgeting', 'nya'];sistem jaklingko bagus bijak bebas pbb utk jasa jakarta humanis hapus pbb utk unit bawah m keren jaman ahok tp batas nya m cmiiw ahok bagus ebudgeting nya;1
411;411;525;https://twitter.com/jktvlem/statuses/1585656447861284864;jktvlem;PT JakLingko Indonesia apa nggak tergugah untuk bikin akun Twitter ya supaya bisa respon komplain juga. Apa udah nyaman berlindung di belakang Transjakarta? 👀 https://t.co/MWntT5tjcv;Twitter for Android;0;57;in;quote;10317;386;25;228;pt jaklingko indonesia apa nggak tergugah untuk bikin akun twitter ya supaya bisa respon komplain juga apa udah nyaman berlindung di belakang transjakarta;['pt', 'jaklingko', 'indonesia', 'apa', 'nggak', 'tergugah', 'untuk', 'bikin', 'akun', 'twitter', 'ya', 'supaya', 'bisa', 'respon', 'komplain', 'juga', 'apa', 'udah', 'nyaman', 'berlindung', 'di', 'belakang', 'transjakarta'];['pt', 'jaklingko', 'indonesia', 'nggak', 'tergugah', 'bikin', 'akun', 'twitter', 'ya', 'respon', 'komplain', 'udah', 'nyaman', 'berlindung', 'transjakarta'];['pt', 'jaklingko', 'indonesia', 'nggak', 'gugah', 'bikin', 'akun', 'twitter', 'ya', 'respon', 'komplain', 'udah', 'nyaman', 'lindung', 'transjakarta'];pt jaklingko indonesia nggak gugah bikin akun twitter ya respon komplain udah nyaman lindung transjakarta;0
412;412;526;https://twitter.com/Kiddiexxt/statuses/1585647067669880836;Kiddiexxt;"@PT_Transjakarta Td sya naik jaklingko 28 Cibubur-kp rambutan.Sya sdh berdiri di bus stop tp supir msh terus jalan.Alhasil sya naik sambil mobil masih berjalan,pas sy turun mau tap kartu tbtb mesin nya mati,supir lngsng kesel &amp; sinis ke sya.tolong hal sprt ini diperhatikan untk kenyamanan bersama";Twitter for Android;0;0;in;reply;332;26;3;0;td sya naik jaklingko cibuburkp rambutansya sdh berdiri di bus stop tp supir msh terus jalanalhasil sya naik sambil mobil masih berjalanpas sy turun mau tap kartu tbtb mesin nya matisupir lngsng kesel sinis ke syatolong hal sprt ini diperhatikan untk kenyamanan bersama;['td', 'sya', 'naik', 'jaklingko', 'cibuburkp', 'rambutansya', 'sdh', 'berdiri', 'di', 'bus', 'stop', 'tp', 'supir', 'msh', 'terus', 'jalanalhasil', 'sya', 'naik', 'sambil', 'mobil', 'masih', 'berjalanpas', 'sy', 'turun', 'mau', 'tap', 'kartu', 'tbtb', 'mesin', 'nya', 'matisupir', 'lngsng', 'kesel', 'sinis', 'ke', 'syatolong', 'hal', 'sprt', 'ini', 'diperhatikan', 'untk', 'kenyamanan', 'bersama'];['td', 'sya', 'jaklingko', 'cibuburkp', 'rambutansya', 'sdh', 'berdiri', 'bus', 'stop', 'tp', 'supir', 'msh', 'jalanalhasil', 'sya', 'mobil', 'berjalanpas', 'sy', 'turun', 'tap', 'kartu', 'tbtb', 'mesin', 'nya', 'matisupir', 'lngsng', 'kesel', 'sinis', 'syatolong', 'sprt', 'diperhatikan', 'untk', 'kenyamanan'];['td', 'sya', 'jaklingko', 'cibuburkp', 'rambutansya', 'sdh', 'diri', 'bus', 'stop', 'tp', 'supir', 'msh', 'jalanalhasil', 'sya', 'mobil', 'berjalanpas', 'sy', 'turun', 'tap', 'kartu', 'tbtb', 'mesin', 'nya', 'matisupir', 'lngsng', 'kesel', 'sinis', 'syatolong', 'sprt', 'perhati', 'untk', 'nyaman'];td sya jaklingko cibuburkp rambutansya sdh diri bus stop tp supir msh jalanalhasil sya mobil berjalanpas sy turun tap kartu tbtb mesin nya matisupir lngsng kesel sinis syatolong sprt perhati untk nyaman;1
413;413;527;https://twitter.com/johnpalitan/statuses/1585646200459784193;johnpalitan;"@PT_Transjakarta min, ini kalau kartu jaklingko bisa dicheck saldo sekaligus pengisian saldo di stasiun krl cisauk, tangerang ga?
Ini kartu 3 tahun lalu https://t.co/z1WpX71Cl2";Twitter for Android;0;0;in;original;306076;1968;616;0;min ini kalau kartu jaklingko bisa dicheck saldo sekaligus pengisian saldo di stasiun krl cisauk tangerang ga ini kartu tahun lalu;['min', 'ini', 'kalau', 'kartu', 'jaklingko', 'bisa', 'dicheck', 'saldo', 'sekaligus', 'pengisian', 'saldo', 'di', 'stasiun', 'krl', 'cisauk', 'tangerang', 'ga', 'ini', 'kartu', 'tahun', 'lalu'];['min', 'kartu', 'jaklingko', 'dicheck', 'saldo', 'pengisian', 'saldo', 'stasiun', 'krl', 'cisauk', 'tangerang', 'ga', 'kartu'];['min', 'kartu', 'jaklingko', 'dicheck', 'saldo', 'isi', 'saldo', 'stasiun', 'krl', 'cisauk', 'tangerang', 'ga', 'kartu'];min kartu jaklingko dicheck saldo isi saldo stasiun krl cisauk tangerang ga kartu;1
414;414;528;https://twitter.com/PT_Transjakarta/statuses/1585645657796509696;PT_Transjakarta;@ChefLeebitt Mohon maaf saat ini kartu KMT KRL tidak bisa digunakan di Transjakarta, kecuali kartu KMT Jaklingko bisa digunakan di mesin gate yang berada di Halte Transjakarta. Silakan gunakan Kartu uang elektronik seperti kartu JakLingko, Flazz, e-Money, TapCash, Brizzi dan JakCard. ^BR;Genesys Social Engagement.;2;0;in;reply;430084;22;482400;2;mohon maaf saat ini kartu kmt krl tidak bisa digunakan di transjakarta kecuali kartu kmt jaklingko bisa digunakan di mesin gate yang berada di halte transjakarta silakan gunakan kartu uang elektronik seperti kartu jaklingko flazz emoney tapcash brizzi dan jakcard br;['mohon', 'maaf', 'saat', 'ini', 'kartu', 'kmt', 'krl', 'tidak', 'bisa', 'digunakan', 'di', 'transjakarta', 'kecuali', 'kartu', 'kmt', 'jaklingko', 'bisa', 'digunakan', 'di', 'mesin', 'gate', 'yang', 'berada', 'di', 'halte', 'transjakarta', 'silakan', 'gunakan', 'kartu', 'uang', 'elektronik', 'seperti', 'kartu', 'jaklingko', 'flazz', 'emoney', 'tapcash', 'brizzi', 'dan', 'jakcard', 'br'];['mohon', 'maaf', 'kartu', 'kmt', 'krl', 'transjakarta', 'kecuali', 'kartu', 'kmt', 'jaklingko', 'mesin', 'gate', 'halte', 'transjakarta', 'silakan', 'kartu', 'uang', 'elektronik', 'kartu', 'jaklingko', 'flazz', 'emoney', 'tapcash', 'brizzi', 'jakcard', 'br'];['mohon', 'maaf', 'kartu', 'kmt', 'krl', 'transjakarta', 'kecuali', 'kartu', 'kmt', 'jaklingko', 'mesin', 'gate', 'halte', 'transjakarta', 'sila', 'kartu', 'uang', 'elektronik', 'kartu', 'jaklingko', 'flazz', 'emoney', 'tapcash', 'brizzi', 'jakcard', 'br'];mohon maaf kartu kmt krl transjakarta kecuali kartu kmt jaklingko mesin gate halte transjakarta sila kartu uang elektronik kartu jaklingko flazz emoney tapcash brizzi jakcard br;0
415;415;529;https://twitter.com/PT_Transjakarta/statuses/1585643886843555842;PT_Transjakarta;"@pepenaandrian Hai kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^RSN";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih rsn;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih rsn;0
416;416;530;https://twitter.com/Butonesia/statuses/1585643380863684609;Butonesia;"Aku coba cek Aplikasi JakLingko, trnyata skarang ""Angkot"" Mikrotrans bisa dilacak estimasi kdatangan di Halte / Bus Stopnya, lengkap dgn Nopol dan Nomor Armadanya. Mirip Transportasi Online. Jak Lingko brings the ""Angkot"" to the Next Level. Good Job @PT_Transjakarta @DKIJakarta https://t.co/doNPRSApNB";Twitter for Android;0;724;in;retweet;502;67;2;36200;aku coba cek aplikasi jaklingko trnyata skarang angkot mikrotrans bisa dilacak estimasi kdatangan di halte bus stopnya lengkap dgn nopol dan nomor armadanya mirip transportasi online jak lingko brings the angkot to the next level good job;['aku', 'coba', 'cek', 'aplikasi', 'jaklingko', 'trnyata', 'skarang', 'angkot', 'mikrotrans', 'bisa', 'dilacak', 'estimasi', 'kdatangan', 'di', 'halte', 'bus', 'stopnya', 'lengkap', 'dgn', 'nopol', 'dan', 'nomor', 'armadanya', 'mirip', 'transportasi', 'online', 'jak', 'lingko', 'brings', 'the', 'angkot', 'to', 'the', 'next', 'level', 'good', 'job'];['coba', 'cek', 'aplikasi', 'jaklingko', 'trnyata', 'skarang', 'angkot', 'mikrotrans', 'dilacak', 'estimasi', 'kdatangan', 'halte', 'bus', 'stopnya', 'lengkap', 'nopol', 'nomor', 'armadanya', 'transportasi', 'online', 'jak', 'lingko', 'brings', 'the', 'angkot', 'to', 'the', 'next', 'level', 'good', 'job'];['coba', 'cek', 'aplikasi', 'jaklingko', 'trnyata', 'skarang', 'angkot', 'mikrotrans', 'lacak', 'estimasi', 'kdatangan', 'halte', 'bus', 'stop', 'lengkap', 'nopol', 'nomor', 'armada', 'transportasi', 'online', 'jak', 'lingko', 'brings', 'the', 'angkot', 'to', 'the', 'next', 'level', 'good', 'job'];coba cek aplikasi jaklingko trnyata skarang angkot mikrotrans lacak estimasi kdatangan halte bus stop lengkap nopol nomor armada transportasi online jak lingko brings the angkot to the next level good job;1
417;417;531;https://twitter.com/jellojelliee/statuses/1585641785854132225;jellojelliee;@tanyakanrl di jaklingko, di tj, di kereta;Twitter Web App;0;0;in;reply;3175;50;24;0;di jaklingko di tj di kereta;['di', 'jaklingko', 'di', 'tj', 'di', 'kereta'];['jaklingko', 'kereta'];['jaklingko', 'kereta'];jaklingko kereta;1
418;418;533;https://twitter.com/PT_Transjakarta/statuses/1585635916974297088;PT_Transjakarta;"@FarhanA70374551 Hai kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^RSN";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih rsn;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih rsn;0
419;419;534;https://twitter.com/anotherhome_/statuses/1585633045591490564;anotherhome_;@PT_Transjakarta min vending machines buat beli kartu jaklingko ada di halte mana aja ya? bisa liat daftar haltenya kah?;Twitter for Android;0;0;in;original;452;4;0;0;min vending machines buat beli kartu jaklingko ada di halte mana aja ya bisa liat daftar haltenya kah;['min', 'vending', 'machines', 'buat', 'beli', 'kartu', 'jaklingko', 'ada', 'di', 'halte', 'mana', 'aja', 'ya', 'bisa', 'liat', 'daftar', 'haltenya', 'kah'];['min', 'vending', 'machines', 'beli', 'kartu', 'jaklingko', 'halte', 'aja', 'ya', 'liat', 'daftar', 'haltenya', 'kah'];['min', 'vending', 'machines', 'beli', 'kartu', 'jaklingko', 'halte', 'aja', 'ya', 'liat', 'daftar', 'halte', 'kah'];min vending machines beli kartu jaklingko halte aja ya liat daftar halte kah;1
420;420;535;https://twitter.com/dinyokein/statuses/1585629344893837312;dinyokein;sering banget ga sekali dua kali dapet supir jaklingko yg udah tua bangkotan, jutek, attitude kaga ada. Pokoknya bener² ngehe dah anying;Twitter for Android;0;0;in;original;4099;54;135;0;sering banget ga sekali dua kali dapet supir jaklingko yg udah tua bangkotan jutek attitude kaga ada pokoknya bener ngehe dah anying;['sering', 'banget', 'ga', 'sekali', 'dua', 'kali', 'dapet', 'supir', 'jaklingko', 'yg', 'udah', 'tua', 'bangkotan', 'jutek', 'attitude', 'kaga', 'ada', 'pokoknya', 'bener', 'ngehe', 'dah', 'anying'];['banget', 'ga', 'kali', 'dapet', 'supir', 'jaklingko', 'udah', 'tua', 'bangkotan', 'jutek', 'attitude', 'kaga', 'pokoknya', 'bener', 'ngehe', 'dah', 'anying'];['banget', 'ga', 'kali', 'dapet', 'supir', 'jaklingko', 'udah', 'tua', 'bangkot', 'jutek', 'attitude', 'kaga', 'pokok', 'bener', 'ngehe', 'dah', 'anying'];banget ga kali dapet supir jaklingko udah tua bangkot jutek attitude kaga pokok bener ngehe dah anying;0
421;421;536;https://twitter.com/ayaroey/statuses/1585624000486526978;ayaroey;Bingung Sabtu nnti apkh ak hrus naik jaklingko atw tj 🤔🤔;Twitter for Android;0;0;in;original;16768;392;191;0;bingung sabtu nnti apkh ak hrus naik jaklingko atw tj;['bingung', 'sabtu', 'nnti', 'apkh', 'ak', 'hrus', 'naik', 'jaklingko', 'atw', 'tj'];['bingung', 'sabtu', 'nnti', 'apkh', 'ak', 'hrus', 'jaklingko', 'atw'];['bingung', 'sabtu', 'nnti', 'apkh', 'ak', 'hrus', 'jaklingko', 'atw'];bingung sabtu nnti apkh ak hrus jaklingko atw;1
422;422;537;https://twitter.com/opinionknight/statuses/1585622248118812672;opinionknight;@milliyya @PT_Transjakarta @jaklingko Gojek bisanya baru buat KRL dan MRT. Transjakarta bisa pake Link Aja di apps Tije.;Twitter for Android;0;0;in;reply;2398;129;64;0;gojek bisanya baru buat krl dan mrt transjakarta bisa pake link aja di apps tije;['gojek', 'bisanya', 'baru', 'buat', 'krl', 'dan', 'mrt', 'transjakarta', 'bisa', 'pake', 'link', 'aja', 'di', 'apps', 'tije'];['gojek', 'bisanya', 'krl', 'mrt', 'transjakarta', 'pake', 'link', 'aja', 'apps', 'tije'];['gojek', 'bisa', 'krl', 'mrt', 'transjakarta', 'pake', 'link', 'aja', 'apps', 'tije'];gojek bisa krl mrt transjakarta pake link aja apps tije;1
423;423;539;https://twitter.com/milliyya/statuses/1585615589770670080;milliyya;"Semoga @PT_Transjakarta segera kerja sama dg Gojek, jadi ringkes. Pakai Fello gagal bayar terus di appsnya @jaklingko! 

Atau jangan² di Gojek emang udh bs cuma di akun gue aja yang belum 🤓 https://t.co/W0q0it1W9y";Twitter for Android;1;0;in;original;29632;803;6131;1;semoga segera kerja sama dg gojek jadi ringkes pakai fello gagal bayar terus di appsnya atau jangan di gojek emang udh bs cuma di akun gue aja yang belum;['semoga', 'segera', 'kerja', 'sama', 'dg', 'gojek', 'jadi', 'ringkes', 'pakai', 'fello', 'gagal', 'bayar', 'terus', 'di', 'appsnya', 'atau', 'jangan', 'di', 'gojek', 'emang', 'udh', 'bs', 'cuma', 'di', 'akun', 'gue', 'aja', 'yang', 'belum'];['semoga', 'kerja', 'dg', 'gojek', 'ringkes', 'pakai', 'fello', 'gagal', 'bayar', 'appsnya', 'gojek', 'emang', 'udh', 'bs', 'akun', 'gue', 'aja'];['moga', 'kerja', 'dg', 'gojek', 'ringkes', 'pakai', 'fello', 'gagal', 'bayar', 'appsnya', 'gojek', 'emang', 'udh', 'bs', 'akun', 'gue', 'aja'];moga kerja dg gojek ringkes pakai fello gagal bayar appsnya gojek emang udh bs akun gue aja;1
425;425;542;https://twitter.com/PT_Transjakarta/statuses/1585612587030515713;PT_Transjakarta;"@dira_new Hai kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^RSN";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih rsn;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih rsn;0
426;426;543;https://twitter.com/soshigurl21/statuses/1585612161144934400;soshigurl21;@CommuterLine min mau nanya soal upgrade kartu buat nikmatin tarif integrasi jaklingko, itu kan hrs aktivasi di alat BCT, nah itu alat BCT nya ada di stasiun mana aja ya??;Twitter Web App;0;0;in;original;44868;434;542;0;min mau nanya soal upgrade kartu buat nikmatin tarif integrasi jaklingko itu kan hrs aktivasi di alat bct nah itu alat bct nya ada di stasiun mana aja ya;['min', 'mau', 'nanya', 'soal', 'upgrade', 'kartu', 'buat', 'nikmatin', 'tarif', 'integrasi', 'jaklingko', 'itu', 'kan', 'hrs', 'aktivasi', 'di', 'alat', 'bct', 'nah', 'itu', 'alat', 'bct', 'nya', 'ada', 'di', 'stasiun', 'mana', 'aja', 'ya'];['min', 'nanya', 'upgrade', 'kartu', 'nikmatin', 'tarif', 'integrasi', 'jaklingko', 'hrs', 'aktivasi', 'alat', 'bct', 'alat', 'bct', 'nya', 'stasiun', 'aja', 'ya'];['min', 'nanya', 'upgrade', 'kartu', 'nikmatin', 'tarif', 'integrasi', 'jaklingko', 'hrs', 'aktivasi', 'alat', 'bct', 'alat', 'bct', 'nya', 'stasiun', 'aja', 'ya'];min nanya upgrade kartu nikmatin tarif integrasi jaklingko hrs aktivasi alat bct alat bct nya stasiun aja ya;1
427;427;544;https://twitter.com/cozyrum/statuses/1585611369537187840;cozyrum;@PT_Transjakarta halo min, ada jalur mikrotrans/metrotrans dari pasar slipi ke arah metro tv? dan untuk kartu jaklingko bni apakah bisa digunakan untuk mikro/metro?;Twitter for iPhone;0;0;in;original;3533;129;43;0;halo min ada jalur mikrotransmetrotrans dari pasar slipi ke arah metro tv dan untuk kartu jaklingko bni apakah bisa digunakan untuk mikrometro;['halo', 'min', 'ada', 'jalur', 'mikrotransmetrotrans', 'dari', 'pasar', 'slipi', 'ke', 'arah', 'metro', 'tv', 'dan', 'untuk', 'kartu', 'jaklingko', 'bni', 'apakah', 'bisa', 'digunakan', 'untuk', 'mikrometro'];['halo', 'min', 'jalur', 'mikrotransmetrotrans', 'pasar', 'slipi', 'arah', 'metro', 'tv', 'kartu', 'jaklingko', 'bni', 'mikrometro'];['halo', 'min', 'jalur', 'mikrotransmetrotrans', 'pasar', 'slip', 'arah', 'metro', 'tv', 'kartu', 'jaklingko', 'bni', 'mikrometro'];halo min jalur mikrotransmetrotrans pasar slip arah metro tv kartu jaklingko bni mikrometro;1
428;428;546;https://twitter.com/dazzlingnim/statuses/1585605400128532480;dazzlingnim;mestakung hari ini, tadi pagi telat jadi ke halte naik ojek biasanya pake jaklingko rp0 sepanjang jalan mikir hari ini pengeluaran ojol lebih jadi harus lebih hemat 🥹 eeh pas pulang ditebengin ke halte huhuhu bisa pas gitu 😭👍🏻;Twitter for iPhone;0;0;in;original;64081;388;342;0;mestakung hari ini tadi pagi telat jadi ke halte naik ojek biasanya pake jaklingkosepanjang jalan mikir hari ini pengeluaran ojol lebih jadi harus lebih hemat eeh pas pulang ditebengin ke halte huhuhu bisa pas gitu;['mestakung', 'hari', 'ini', 'tadi', 'pagi', 'telat', 'jadi', 'ke', 'halte', 'naik', 'ojek', 'biasanya', 'pake', 'jaklingkosepanjang', 'jalan', 'mikir', 'hari', 'ini', 'pengeluaran', 'ojol', 'lebih', 'jadi', 'harus', 'lebih', 'hemat', 'eeh', 'pas', 'pulang', 'ditebengin', 'ke', 'halte', 'huhuhu', 'bisa', 'pas', 'gitu'];['mestakung', 'pagi', 'telat', 'halte', 'ojek', 'pake', 'jaklingkosepanjang', 'jalan', 'mikir', 'pengeluaran', 'ojol', 'hemat', 'eeh', 'pas', 'pulang', 'ditebengin', 'halte', 'huhuhu', 'pas', 'gitu'];['mestakung', 'pagi', 'telat', 'halte', 'ojek', 'pake', 'jaklingkosepanjang', 'jalan', 'mikir', 'keluar', 'ojol', 'hemat', 'eeh', 'pas', 'pulang', 'ditebengin', 'halte', 'huhuhu', 'pas', 'gitu'];mestakung pagi telat halte ojek pake jaklingkosepanjang jalan mikir keluar ojol hemat eeh pas pulang ditebengin halte huhuhu pas gitu;1
