id;author;description;"boost_value";tokenized;stopword_removed;tweet_stemmed;cleaned_tweet;labeling
27;randhilicious;coba aja langsung mas instal beli tiketnya cobain deh kalo seblmnya pakai qr tiket di app jaklingko udah bbrp kali pakai so far lancar itu kalo ngerti cara pakainya alias ga gaptek aja tapi kalo skrg ternyata udah bisa pakai kartu sesuai broadcast dari app jaklingko ;"0";['coba', 'aja', 'langsung', 'mas', 'instal', 'beli', 'tiketnya', 'cobain', 'deh', 'kalo', 'seblmnya', 'pakai', 'qr', 'tiket', 'di', 'app', 'jaklingko', 'udah', 'bbrp', 'kali', 'pakai', 'so', 'far', 'lancar', 'itu', 'kalo', 'ngerti', 'cara', 'pakainya', 'alias', 'ga', 'gaptek', 'aja', 'tapi', 'kalo', 'skrg', 'ternyata', 'udah', 'bisa', 'pakai', 'kartu', 'sesuai', 'broadcast', 'dari', 'app', 'jaklingko'];['coba', 'aja', 'langsung', 'mas', 'instal', 'beli', 'tiketnya', 'cobain', 'deh', 'kalo', 'seblmnya', 'pakai', 'qr', 'tiket', 'app', 'jaklingko', 'udah', 'bbrp', 'kali', 'pakai', 'so', 'far', 'lancar', 'kalo', 'ngerti', 'pakainya', 'alias', 'ga', 'gaptek', 'aja', 'kalo', 'skrg', 'udah', 'pakai', 'kartu', 'sesuai', 'broadcast', 'app', 'jaklingko'];['coba', 'aja', 'langsung', 'mas', 'instal', 'beli', 'tiket', 'cobain', 'deh', 'kalo', 'seblmnya', 'pakai', 'qr', 'tiket', 'app', 'jaklingko', 'udah', 'bbrp', 'kali', 'pakai', 'so', 'far', 'lancar', 'kalo', 'ngerti', 'pakai', 'alias', 'ga', 'gaptek', 'aja', 'kalo', 'skrg', 'udah', 'pakai', 'kartu', 'sesuai', 'broadcast', 'app', 'jaklingko'];coba aja langsung mas instal beli tiket cobain deh kalo seblmnya pakai qr tiket app jaklingko udah bbrp kali pakai so far lancar kalo ngerti pakai alias ga gaptek aja kalo skrg udah pakai kartu sesuai broadcast app jaklingko;1
28;MadaPirmada;bener bgt uda gt saya mau reset di halte saya turun ternyata kartu flazz bca lama tidak bisa td untung punya jaklingko bikin peraturan baru tp tidak siap semua alur nya zzz ;"0,518134715";['bener', 'bgt', 'uda', 'gt', 'saya', 'mau', 'reset', 'di', 'halte', 'saya', 'turun', 'ternyata', 'kartu', 'flazz', 'bca', 'lama', 'tidak', 'bisa', 'td', 'untung', 'punya', 'jaklingko', 'bikin', 'peraturan', 'baru', 'tp', 'tidak', 'siap', 'semua', 'alur', 'nya', 'zzz'];['bener', 'bgt', 'uda', 'gt', 'reset', 'halte', 'turun', 'kartu', 'flazz', 'bca', 'td', 'untung', 'jaklingko', 'bikin', 'peraturan', 'tp', 'alur', 'nya', 'zzz'];['bener', 'bgt', 'uda', 'gt', 'reset', 'halte', 'turun', 'kartu', 'flazz', 'bca', 'td', 'untung', 'jaklingko', 'bikin', 'atur', 'tp', 'alur', 'nya', 'zzz'];bener bgt uda gt reset halte turun kartu flazz bca td untung jaklingko bikin atur tp alur nya zzz;1
29;bandarbaru_1;bayangkan jaklingko ga punya akun resmi twitter humasnya jaklingko juga tidak ada statementnya di sosmed ;"500";['bayangkan', 'jaklingko', 'ga', 'punya', 'akun', 'resmi', 'twitter', 'humasnya', 'jaklingko', 'juga', 'tidak', 'ada', 'statementnya', 'di', 'sosmed'];['bayangkan', 'jaklingko', 'ga', 'akun', 'resmi', 'twitter', 'humasnya', 'jaklingko', 'statementnya', 'sosmed'];['bayang', 'jaklingko', 'ga', 'akun', 'resmi', 'twitter', 'humas', 'jaklingko', 'statementnya', 'sosmed'];bayang jaklingko ga akun resmi twitter humas jaklingko statementnya sosmed;-1
30;BisKota_;bayangkan jaklingko ga punya akun resmi twitter humasnya jaklingko juga tidak ada statementnya di sosmed ;"0,075474863";['bayangkan', 'jaklingko', 'ga', 'punya', 'akun', 'resmi', 'twitter', 'humasnya', 'jaklingko', 'juga', 'tidak', 'ada', 'statementnya', 'di', 'sosmed'];['bayangkan', 'jaklingko', 'ga', 'akun', 'resmi', 'twitter', 'humasnya', 'jaklingko', 'statementnya', 'sosmed'];['bayang', 'jaklingko', 'ga', 'akun', 'resmi', 'twitter', 'humas', 'jaklingko', 'statementnya', 'sosmed'];bayang jaklingko ga akun resmi twitter humas jaklingko statementnya sosmed;-1
31;HaloSdrFikri;untuk kendala yang kakak alami kami sarankan mengunduh aplikasi jaklingko dan melakukan pairing kartu pada aplikasi jaklingko untuk proses refund setelah itu kakak harus melakukan binding menghubungkan jaklingko apps dengan fello dan proses dilakukan pada akun fello pengguna ;"0,311850312";['untuk', 'kendala', 'yang', 'kakak', 'alami', 'kami', 'sarankan', 'mengunduh', 'aplikasi', 'jaklingko', 'dan', 'melakukan', 'pairing', 'kartu', 'pada', 'aplikasi', 'jaklingko', 'untuk', 'proses', 'refund', 'setelah', 'itu', 'kakak', 'harus', 'melakukan', 'binding', 'menghubungkan', 'jaklingko', 'apps', 'dengan', 'fello', 'dan', 'proses', 'dilakukan', 'pada', 'akun', 'fello', 'pengguna'];['kendala', 'kakak', 'alami', 'sarankan', 'mengunduh', 'aplikasi', 'jaklingko', 'pairing', 'kartu', 'aplikasi', 'jaklingko', 'proses', 'refund', 'kakak', 'binding', 'menghubungkan', 'jaklingko', 'apps', 'fello', 'proses', 'akun', 'fello', 'pengguna'];['kendala', 'kakak', 'alami', 'saran', 'unduh', 'aplikasi', 'jaklingko', 'pairing', 'kartu', 'aplikasi', 'jaklingko', 'proses', 'refund', 'kakak', 'binding', 'hubung', 'jaklingko', 'apps', 'fello', 'proses', 'akun', 'fello', 'guna'];kendala kakak alami saran unduh aplikasi jaklingko pairing kartu aplikasi jaklingko proses refund kakak binding hubung jaklingko apps fello proses akun fello guna;-1
32;randhilicious;ternyata ada pnerapan sistem tarif integrasi antarmoda pakai jaklingko khusus utk metode pakai kartu jd skrg ga cuma pakai app jaklingko tapi jg bisa pakai kartu tapi kartunya mesti diaktivasi dulu di reader khusus jaklingko enak sih ;"0";['ternyata', 'ada', 'pnerapan', 'sistem', 'tarif', 'integrasi', 'antarmoda', 'pakai', 'jaklingko', 'khusus', 'utk', 'metode', 'pakai', 'kartu', 'jd', 'skrg', 'ga', 'cuma', 'pakai', 'app', 'jaklingko', 'tapi', 'jg', 'bisa', 'pakai', 'kartu', 'tapi', 'kartunya', 'mesti', 'diaktivasi', 'dulu', 'di', 'reader', 'khusus', 'jaklingko', 'enak', 'sih'];['pnerapan', 'sistem', 'tarif', 'integrasi', 'antarmoda', 'pakai', 'jaklingko', 'khusus', 'utk', 'metode', 'pakai', 'kartu', 'jd', 'skrg', 'ga', 'pakai', 'app', 'jaklingko', 'jg', 'pakai', 'kartu', 'kartunya', 'mesti', 'diaktivasi', 'reader', 'khusus', 'jaklingko', 'enak', 'sih'];['pnerapan', 'sistem', 'tarif', 'integrasi', 'antarmoda', 'pakai', 'jaklingko', 'khusus', 'utk', 'metode', 'pakai', 'kartu', 'jd', 'skrg', 'ga', 'pakai', 'app', 'jaklingko', 'jg', 'pakai', 'kartu', 'kartu', 'mesti', 'diaktivasi', 'reader', 'khusus', 'jaklingko', 'enak', 'sih'];pnerapan sistem tarif integrasi antarmoda pakai jaklingko khusus utk metode pakai kartu jd skrg ga pakai app jaklingko jg pakai kartu kartu mesti diaktivasi reader khusus jaklingko enak sih;1
33;BisKota_;mau cc tim hore jaklingko di twiter udh males duluan liat akunnya ;"0,012579144";['mau', 'cc', 'tim', 'hore', 'jaklingko', 'di', 'twiter', 'udh', 'males', 'duluan', 'liat', 'akunnya'];['cc', 'tim', 'hore', 'jaklingko', 'twiter', 'udh', 'males', 'duluan', 'liat', 'akunnya'];['cc', 'tim', 'hore', 'jaklingko', 'twiter', 'udh', 'males', 'duluan', 'liat', 'akun'];cc tim hore jaklingko twiter udh males duluan liat akun;-1
34;adnihdx;min ini  kartu untuk  pengguna berlaku buat flazz bca juga atau cuma kartu jaklingko aja ;"0";['min', 'ini', 'kartu', 'untuk', 'pengguna', 'berlaku', 'buat', 'flazz', 'bca', 'juga', 'atau', 'cuma', 'kartu', 'jaklingko', 'aja'];['min', 'kartu', 'pengguna', 'berlaku', 'flazz', 'bca', 'kartu', 'jaklingko', 'aja'];['min', 'kartu', 'guna', 'laku', 'flazz', 'bca', 'kartu', 'jaklingko', 'aja'];min kartu guna laku flazz bca kartu jaklingko aja;1
35;herupurnom0;pagi kak kartu uang elektronik seperti kartu jaklingko flazz bca emoney bank mandiri tapcash bni brizzi bri dan jakcard bank dki dapat digunakan pada layanan transjakarta minimal saldo untuk dapat melakukan perjalanan adalah rp  ya kak  ;"0,327868852";['pagi', 'kak', 'kartu', 'uang', 'elektronik', 'seperti', 'kartu', 'jaklingko', 'flazz', 'bca', 'emoney', 'bank', 'mandiri', 'tapcash', 'bni', 'brizzi', 'bri', 'dan', 'jakcard', 'bank', 'dki', 'dapat', 'digunakan', 'pada', 'layanan', 'transjakarta', 'minimal', 'saldo', 'untuk', 'dapat', 'melakukan', 'perjalanan', 'adalah', 'rp', 'ya', 'kak'];['pagi', 'kak', 'kartu', 'uang', 'elektronik', 'kartu', 'jaklingko', 'flazz', 'bca', 'emoney', 'bank', 'mandiri', 'tapcash', 'bni', 'brizzi', 'bri', 'jakcard', 'bank', 'dki', 'layanan', 'transjakarta', 'minimal', 'saldo', 'perjalanan', 'rp', 'ya', 'kak'];['pagi', 'kak', 'kartu', 'uang', 'elektronik', 'kartu', 'jaklingko', 'flazz', 'bca', 'emoney', 'bank', 'mandiri', 'tapcash', 'bni', 'brizzi', 'bri', 'jakcard', 'bank', 'dki', 'layan', 'transjakarta', 'minimal', 'saldo', 'jalan', 'rp', 'ya', 'kak'];pagi kak kartu uang elektronik kartu jaklingko flazz bca emoney bank mandiri tapcash bni brizzi bri jakcard bank dki layan transjakarta minimal saldo jalan rp ya kak;0
36;Guehedy;min info beli kartu jaklingko dimana aja dong thank you ;"0";['min', 'info', 'beli', 'kartu', 'jaklingko', 'dimana', 'aja', 'dong', 'thank', 'you'];['min', 'info', 'beli', 'kartu', 'jaklingko', 'dimana', 'aja', 'thank', 'you'];['min', 'info', 'beli', 'kartu', 'jaklingko', 'mana', 'aja', 'thank', 'you'];min info beli kartu jaklingko mana aja thank you;0
37;smittenmuch;and fawk jaklingko ;"0";['and', 'fawk', 'jaklingko'];['and', 'fawk', 'jaklingko'];['and', 'fawk', 'jaklingko'];and fawk jaklingko;-1
38;LeonardEricLie;itu dia masalahnya angkot jaklingko aja naiknya ga bisa pake apps jaklingko ;"0";['itu', 'dia', 'masalahnya', 'angkot', 'jaklingko', 'aja', 'naiknya', 'ga', 'bisa', 'pake', 'apps', 'jaklingko'];['angkot', 'jaklingko', 'aja', 'naiknya', 'ga', 'pake', 'apps', 'jaklingko'];['angkot', 'jaklingko', 'aja', 'naik', 'ga', 'pake', 'apps', 'jaklingko'];angkot jaklingko aja naik ga pake apps jaklingko;1
39;Varsyetha;gabisa min kata petugas saya kan ada pembelian pake shopeepay tp gagal kartunya keluar trs dkbalikan dlm bentuk voucher tp voucher nya gabs beli kartu jaklingko bisanya top up tp saya punya flazz gimana c min repot amat bisa ga kembaliin ke shopeepay nya aja ;"0";['gabisa', 'min', 'kata', 'petugas', 'saya', 'kan', 'ada', 'pembelian', 'pake', 'shopeepay', 'tp', 'gagal', 'kartunya', 'keluar', 'trs', 'dkbalikan', 'dlm', 'bentuk', 'voucher', 'tp', 'voucher', 'nya', 'gabs', 'beli', 'kartu', 'jaklingko', 'bisanya', 'top', 'up', 'tp', 'saya', 'punya', 'flazz', 'gimana', 'min', 'repot', 'amat', 'bisa', 'ga', 'kembaliin', 'ke', 'shopeepay', 'nya', 'aja'];['gabisa', 'min', 'petugas', 'pembelian', 'pake', 'shopeepay', 'tp', 'gagal', 'kartunya', 'trs', 'dkbalikan', 'dlm', 'bentuk', 'voucher', 'tp', 'voucher', 'nya', 'gabs', 'beli', 'kartu', 'jaklingko', 'bisanya', 'top', 'up', 'tp', 'flazz', 'gimana', 'min', 'repot', 'ga', 'kembaliin', 'shopeepay', 'nya', 'aja'];['gabisa', 'min', 'tugas', 'beli', 'pake', 'shopeepay', 'tp', 'gagal', 'kartu', 'trs', 'dkbalikan', 'dlm', 'bentuk', 'voucher', 'tp', 'voucher', 'nya', 'gabs', 'beli', 'kartu', 'jaklingko', 'bisa', 'top', 'up', 'tp', 'flazz', 'gimana', 'min', 'repot', 'ga', 'kembaliin', 'shopeepay', 'nya', 'aja'];gabisa min tugas beli pake shopeepay tp gagal kartu trs dkbalikan dlm bentuk voucher tp voucher nya gabs beli kartu jaklingko bisa top up tp flazz gimana min repot ga kembaliin shopeepay nya aja;-1
40;Arief_2792;jaklingko tapcash gw kok bisa ye masukin ke app pernah coba aktifin di bct tulisannya masih ok otrip kesannya kek di grup kantor  besok pagi tarif integrasi berlaku ya ;"1,379310345";['jaklingko', 'tapcash', 'gw', 'kok', 'bisa', 'ye', 'masukin', 'ke', 'app', 'pernah', 'coba', 'aktifin', 'di', 'bct', 'tulisannya', 'masih', 'ok', 'otrip', 'kesannya', 'kek', 'di', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya'];['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulisannya', 'ok', 'otrip', 'kesannya', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya'];['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulis', 'ok', 'otrip', 'kesan', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'laku', 'ya'];jaklingko tapcash gw ye masukin app coba aktifin bct tulis ok otrip kesan kek grup kantor besok pagi tarif integrasi laku ya;-1
41;LeonardEricLie;jaklingko tapcash gw kok bisa ye masukin ke app pernah coba aktifin di bct tulisannya masih ok otrip kesannya kek di grup kantor  besok pagi tarif integrasi berlaku ya ;"0,617283951";['jaklingko', 'tapcash', 'gw', 'kok', 'bisa', 'ye', 'masukin', 'ke', 'app', 'pernah', 'coba', 'aktifin', 'di', 'bct', 'tulisannya', 'masih', 'ok', 'otrip', 'kesannya', 'kek', 'di', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya'];['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulisannya', 'ok', 'otrip', 'kesannya', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya'];['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulis', 'ok', 'otrip', 'kesan', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'laku', 'ya'];jaklingko tapcash gw ye masukin app coba aktifin bct tulis ok otrip kesan kek grup kantor besok pagi tarif integrasi laku ya;-1
42;ihsani_fauzan;jaklingko tapcash gw kok bisa ye masukin ke app pernah coba aktifin di bct tulisannya masih ok otrip kesannya kek di grup kantor  besok pagi tarif integrasi berlaku ya ;"1,840490798";['jaklingko', 'tapcash', 'gw', 'kok', 'bisa', 'ye', 'masukin', 'ke', 'app', 'pernah', 'coba', 'aktifin', 'di', 'bct', 'tulisannya', 'masih', 'ok', 'otrip', 'kesannya', 'kek', 'di', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya'];['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulisannya', 'ok', 'otrip', 'kesannya', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya'];['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulis', 'ok', 'otrip', 'kesan', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'laku', 'ya'];jaklingko tapcash gw ye masukin app coba aktifin bct tulis ok otrip kesan kek grup kantor besok pagi tarif integrasi laku ya;-1
43;aa_watermelon;gak sih lebih ke kemaren gegara ada pembaruan sistem bisa kok pake jaklingko ;"0";['gak', 'sih', 'lebih', 'ke', 'kemaren', 'gegara', 'ada', 'pembaruan', 'sistem', 'bisa', 'kok', 'pake', 'jaklingko'];['gak', 'sih', 'kemaren', 'gegara', 'pembaruan', 'sistem', 'pake', 'jaklingko'];['gak', 'sih', 'kemaren', 'gegara', 'baru', 'sistem', 'pake', 'jaklingko'];gak sih kemaren gegara baru sistem pake jaklingko;0
44;omsenan76397357;ga mau naik tije dulu kekantor mendingan sementara naik jaklingko biar pun muter muter daripada emosi udah antri terus saldo kepotong ga jelas kemarin kepotong dua kali tap ini sumber waras  tap out halte kota kena lagi  ;"3,076923077";['ga', 'mau', 'naik', 'tije', 'dulu', 'kekantor', 'mendingan', 'sementara', 'naik', 'jaklingko', 'biar', 'pun', 'muter', 'muter', 'daripada', 'emosi', 'udah', 'antri', 'terus', 'saldo', 'kepotong', 'ga', 'jelas', 'kemarin', 'kepotong', 'dua', 'kali', 'tap', 'ini', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena', 'lagi'];['ga', 'tije', 'kekantor', 'mendingan', 'jaklingko', 'biar', 'muter', 'muter', 'emosi', 'udah', 'antri', 'saldo', 'kepotong', 'ga', 'kemarin', 'kepotong', 'kali', 'tap', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena'];['ga', 'tije', 'kantor', 'mending', 'jaklingko', 'biar', 'muter', 'muter', 'emosi', 'udah', 'antri', 'saldo', 'potong', 'ga', 'kemarin', 'potong', 'kali', 'tap', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena'];ga tije kantor mending jaklingko biar muter muter emosi udah antri saldo potong ga kemarin potong kali tap sumber waras tap out halte kota kena;-1
45;mofaisalakbar;karena kebijakan integrasi jaklingko gitu fir jd meski naik bus kecil terus pindah ke tj bayarnya goceng yg nyebelin itu fasilitas tap in tap out ini sistemnya belum update dan mesinnya tiap halte cuma dikit sedangkan yg keluar masuk tuh banyak bgt di peak hour ;"0";['karena', 'kebijakan', 'integrasi', 'jaklingko', 'gitu', 'fir', 'jd', 'meski', 'naik', 'bus', 'kecil', 'terus', 'pindah', 'ke', 'tj', 'bayarnya', 'goceng', 'yg', 'nyebelin', 'itu', 'fasilitas', 'tap', 'in', 'tap', 'out', 'ini', 'sistemnya', 'belum', 'update', 'dan', 'mesinnya', 'tiap', 'halte', 'cuma', 'dikit', 'sedangkan', 'yg', 'keluar', 'masuk', 'tuh', 'banyak', 'bgt', 'di', 'peak', 'hour'];['kebijakan', 'integrasi', 'jaklingko', 'gitu', 'fir', 'jd', 'bus', 'pindah', 'tj', 'bayarnya', 'goceng', 'yg', 'nyebelin', 'fasilitas', 'tap', 'in', 'tap', 'out', 'sistemnya', 'update', 'mesinnya', 'halte', 'dikit', 'yg', 'masuk', 'tuh', 'bgt', 'peak', 'hour'];['bijak', 'integrasi', 'jaklingko', 'gitu', 'fir', 'jd', 'bus', 'pindah', 'tj', 'bayar', 'goceng', 'yg', 'nyebelin', 'fasilitas', 'tap', 'in', 'tap', 'out', 'sistem', 'update', 'mesin', 'halte', 'dikit', 'yg', 'masuk', 'tuh', 'bgt', 'peak', 'hour'];bijak integrasi jaklingko gitu fir jd bus pindah tj bayar goceng yg nyebelin fasilitas tap in tap out sistem update mesin halte dikit yg masuk tuh bgt peak hour;-1
46;LeonardEricLie;anjir tolol bet wkwkwkwkwk saatnya beralih sementara pakai qr kalo kci gw udah worryfree pake gotransit mrt juga sama gampang pake app nya link ke gopay yang jadi masalah tetap saja si aplikasi jaklingko ini gak bisa dipake di nonbrt wkwkwkwkwwk ;"0";['anjir', 'tolol', 'bet', 'wkwkwkwkwk', 'saatnya', 'beralih', 'sementara', 'pakai', 'qr', 'kalo', 'kci', 'gw', 'udah', 'worryfree', 'pake', 'gotransit', 'mrt', 'juga', 'sama', 'gampang', 'pake', 'app', 'nya', 'link', 'ke', 'gopay', 'yang', 'jadi', 'masalah', 'tetap', 'saja', 'si', 'aplikasi', 'jaklingko', 'ini', 'gak', 'bisa', 'dipake', 'di', 'nonbrt', 'wkwkwkwkwwk'];['anjir', 'tolol', 'bet', 'wkwkwkwkwk', 'beralih', 'pakai', 'qr', 'kalo', 'kci', 'gw', 'udah', 'worryfree', 'pake', 'gotransit', 'mrt', 'gampang', 'pake', 'app', 'nya', 'link', 'gopay', 'si', 'aplikasi', 'jaklingko', 'gak', 'dipake', 'nonbrt', 'wkwkwkwkwwk'];['anjir', 'tolol', 'bet', 'wkwkwkwkwk', 'alih', 'pakai', 'qr', 'kalo', 'kci', 'gw', 'udah', 'worryfree', 'pake', 'gotransit', 'mrt', 'gampang', 'pake', 'app', 'nya', 'link', 'gopay', 'si', 'aplikasi', 'jaklingko', 'gak', 'dipake', 'nonbrt', 'wkwkwkwkwwk'];anjir tolol bet wkwkwkwkwk alih pakai qr kalo kci gw udah worryfree pake gotransit mrt gampang pake app nya link gopay si aplikasi jaklingko gak dipake nonbrt wkwkwkwkwwk;0
47;pmanlixious;sekarang udah harus pake kartu bank tertentu ya mas aku cma ada jaklingko ;"0";['sekarang', 'udah', 'harus', 'pake', 'kartu', 'bank', 'tertentu', 'ya', 'mas', 'aku', 'cma', 'ada', 'jaklingko'];['udah', 'pake', 'kartu', 'bank', 'ya', 'mas', 'cma', 'jaklingko'];['udah', 'pake', 'kartu', 'bank', 'ya', 'mas', 'cma', 'jaklingko'];udah pake kartu bank ya mas cma jaklingko;1
48;LeonardEricLie;lalu kenapa kartu bank gagal daftar di jaklingko begini ya ;"0";['lalu', 'kenapa', 'kartu', 'bank', 'gagal', 'daftar', 'di', 'jaklingko', 'begini', 'ya'];['kartu', 'bank', 'gagal', 'daftar', 'jaklingko', 'ya'];['kartu', 'bank', 'gagal', 'daftar', 'jaklingko', 'ya'];kartu bank gagal daftar jaklingko ya;-1
49;81_hopes;jadi ini yang menyebabkan kartu selain jaklingko terpotong x min jelaskan min jd penumpang tidak bingung ;"0";['jadi', 'ini', 'yang', 'menyebabkan', 'kartu', 'selain', 'jaklingko', 'terpotong', 'min', 'jelaskan', 'min', 'jd', 'penumpang', 'tidak', 'bingung'];['menyebabkan', 'kartu', 'jaklingko', 'terpotong', 'min', 'min', 'jd', 'penumpang', 'bingung'];['sebab', 'kartu', 'jaklingko', 'potong', 'min', 'min', 'jd', 'tumpang', 'bingung'];sebab kartu jaklingko potong min min jd tumpang bingung;-1
50;81_hopes;jadi flazz e money dan kartu diluar jaklingko tidak berguna min  kenapa penumpang dibuat susah  ;"20";['jadi', 'flazz', 'money', 'dan', 'kartu', 'diluar', 'jaklingko', 'tidak', 'berguna', 'min', 'kenapa', 'penumpang', 'dibuat', 'susah'];['flazz', 'money', 'kartu', 'diluar', 'jaklingko', 'berguna', 'min', 'penumpang', 'susah'];['flazz', 'money', 'kartu', 'luar', 'jaklingko', 'guna', 'min', 'tumpang', 'susah'];flazz money kartu luar jaklingko guna min tumpang susah;-1
51;thedufresne;jaklingko emang gw yg mengerjakan silakan tanya manajemen transjakarta ;"0";['jaklingko', 'emang', 'gw', 'yg', 'mengerjakan', 'silakan', 'tanya', 'manajemen', 'transjakarta'];['jaklingko', 'emang', 'gw', 'yg', 'silakan', 'manajemen', 'transjakarta'];['jaklingko', 'emang', 'gw', 'yg', 'sila', 'manajemen', 'transjakarta'];jaklingko emang gw yg sila manajemen transjakarta;0
52;Gladyzkhun;iya skrg peraturan baru karena mulai diterapin tarif integrasi antara tjmrtlrt sama angkot jaklingko ;"0,009929501";['iya', 'skrg', 'peraturan', 'baru', 'karena', 'mulai', 'diterapin', 'tarif', 'integrasi', 'antara', 'tjmrtlrt', 'sama', 'angkot', 'jaklingko'];['iya', 'skrg', 'peraturan', 'diterapin', 'tarif', 'integrasi', 'tjmrtlrt', 'angkot', 'jaklingko'];['iya', 'skrg', 'atur', 'diterapin', 'tarif', 'integrasi', 'tjmrtlrt', 'angkot', 'jaklingko'];iya skrg atur diterapin tarif integrasi tjmrtlrt angkot jaklingko;-1
53;LeonardEricLie;tbh sistem tertutup kayak kaic itu jauh lebih gampang daripada sistem terbuka ala bus kota begini daripada begini kalo pengen gampang di sisi provider customer dibikin monthly pass sama daily pass atau pastikan semua alat tap bisa baca barcode aplikasi jaklingko ;"0";['tbh', 'sistem', 'tertutup', 'kayak', 'kaic', 'itu', 'jauh', 'lebih', 'gampang', 'daripada', 'sistem', 'terbuka', 'ala', 'bus', 'kota', 'begini', 'daripada', 'begini', 'kalo', 'pengen', 'gampang', 'di', 'sisi', 'provider', 'customer', 'dibikin', 'monthly', 'pass', 'sama', 'daily', 'pass', 'atau', 'pastikan', 'semua', 'alat', 'tap', 'bisa', 'baca', 'barcode', 'aplikasi', 'jaklingko'];['tbh', 'sistem', 'tertutup', 'kayak', 'kaic', 'gampang', 'sistem', 'terbuka', 'ala', 'bus', 'kota', 'kalo', 'pengen', 'gampang', 'sisi', 'provider', 'customer', 'dibikin', 'monthly', 'pass', 'daily', 'pass', 'pastikan', 'alat', 'tap', 'baca', 'barcode', 'aplikasi', 'jaklingko'];['tbh', 'sistem', 'tutup', 'kayak', 'kaic', 'gampang', 'sistem', 'buka', 'ala', 'bus', 'kota', 'kalo', 'ken', 'gampang', 'sisi', 'provider', 'customer', 'bikin', 'monthly', 'pass', 'daily', 'pass', 'pasti', 'alat', 'tap', 'baca', 'barcode', 'aplikasi', 'jaklingko'];tbh sistem tutup kayak kaic gampang sistem buka ala bus kota kalo ken gampang sisi provider customer bikin monthly pass daily pass pasti alat tap baca barcode aplikasi jaklingko;0
54;BisKota_;ga mau naik tije dulu kekantor mendingan sementara naik jaklingko biar pun muter muter daripada emosi udah antri terus saldo kepotong ga jelas kemarin kepotong dua kali tap ini sumber waras  tap out halte kota kena lagi  ;"0,008386096";['ga', 'mau', 'naik', 'tije', 'dulu', 'kekantor', 'mendingan', 'sementara', 'naik', 'jaklingko', 'biar', 'pun', 'muter', 'muter', 'daripada', 'emosi', 'udah', 'antri', 'terus', 'saldo', 'kepotong', 'ga', 'jelas', 'kemarin', 'kepotong', 'dua', 'kali', 'tap', 'ini', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena', 'lagi'];['ga', 'tije', 'kekantor', 'mendingan', 'jaklingko', 'biar', 'muter', 'muter', 'emosi', 'udah', 'antri', 'saldo', 'kepotong', 'ga', 'kemarin', 'kepotong', 'kali', 'tap', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena'];['ga', 'tije', 'kantor', 'mending', 'jaklingko', 'biar', 'muter', 'muter', 'emosi', 'udah', 'antri', 'saldo', 'potong', 'ga', 'kemarin', 'potong', 'kali', 'tap', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena'];ga tije kantor mending jaklingko biar muter muter emosi udah antri saldo potong ga kemarin potong kali tap sumber waras tap out halte kota kena;-1
55;vvarganet1;bapuk emang timnya jaklingko humas transjakarta ;"0,157232704";['bapuk', 'emang', 'timnya', 'jaklingko', 'humas', 'transjakarta'];['bapuk', 'emang', 'timnya', 'jaklingko', 'humas', 'transjakarta'];['bapuk', 'emang', 'tim', 'jaklingko', 'humas', 'transjakarta'];bapuk emang tim jaklingko humas transjakarta;-1
