id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
100,1577297898588758018,"https://twitter.com/vladimir_putih/statuses/1577297898588758018","https://twitter.com/vladimir_putih/statuses/1577297898588758018","vladimir_putih","@PT_Transjakarta min jaklinko 36 , plat no 2238 engga berenti di bustop Deket Indomaret Malaka, jam 20:59, saya jd telat pulang deh, mana gerimis lagi. Tiap jam segini rata rat jaklingko 36 jarang berenti di bustop","@PT_Transjakarta min jaklinko 36 , plat no 2238 engga berenti di bustop Deket Indomaret Malaka, jam 20:59, saya jd telat pulang deh, mana gerimis lagi. Tiap jam segini rata rat jaklingko 36 jarang berenti di bustop","2022-10-04 10:01:38","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1500697375937302529,"https://pbs.twimg.com/profile_images/1500698514346881026/G0STn7Bh_normal.jpg",31,15,0,"2022-03-06 23:58:39","US & ANTO musuh  KAMI !!! URRRAAA URRAAA","","",
101,1577295165936775169,"https://twitter.com/yllzhoes/statuses/1577295165936775169","https://twitter.com/yllzhoes/statuses/1577295165936775169","yllzhoes","@Shirayuki_91 eh iya deh gue tuh kan Biasa tuh tap in pake flash tap out pake jaklingko kan, td pagi gak bisa buat tap out masa anjir, iya ya gate busway gak kek kereta yg gede... pantes deh ngantri kek gitu","@Shirayuki_91 eh iya deh gue tuh kan Biasa tuh tap in pake flash tap out pake jaklingko kan, td pagi gak bisa buat tap out masa anjir, iya ya gate busway gak kek kereta yg gede... pantes deh ngantri kek gitu","2022-10-04 09:50:46","Twitter for Android",0,0,"in","","reply","Shirayuki_91",1276464233790599168,1577293375031889920,"",0,0,1052532777520754688,"https://pbs.twimg.com/profile_images/1577343338058903552/9gnDQXBA_normal.png",59162,626,554,"2018-10-17 08:12:24","• #prem_space: then.....wanna eat mine instead? • she/her • 24 • dni/dnf if u called wy and xz \'mami\' •"," jeff apo bible and wangxian ","",
102,1577286776695029760,"https://twitter.com/meiwgumi/statuses/1577286776695029760","https://twitter.com/meiwgumi/statuses/1577286776695029760","meiwgumi","@PT_Transjakarta halo min, saya tadi isi saldo ke kartu jaklingko kenapa pending ya? Udah saya cek gak bisa bisa","@PT_Transjakarta halo min, saya tadi isi saldo ke kartu jaklingko kenapa pending ya? Udah saya cek gak bisa bisa","2022-10-04 09:17:26","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577255952474337282,"",0,0,1324688844768202752,"https://pbs.twimg.com/profile_images/1576574511431921665/3hgDWqcT_normal.jpg",3466,228,57,"2020-11-06 07:23:35","mau jadi brokoli, no study, no crying just be brokoli","","",
103,1577286046005403648,"https://twitter.com/knpgitu/statuses/1577286046005403648","https://twitter.com/knpgitu/statuses/1577286046005403648","knpgitu","@PT_Transjakarta halo mohon infonya dong, apakah ada beda benefit antara pakai kartu elektronik Flazz BCA atau Jaklingko e-money Mandiri? terus bedanya e-money Mandiri biasa sama Jaklingko e-money apa ya?","@PT_Transjakarta halo mohon infonya dong, apakah ada beda benefit antara pakai kartu elektronik Flazz BCA atau Jaklingko e-money Mandiri? terus bedanya e-money Mandiri biasa sama Jaklingko e-money apa ya?","2022-10-04 09:14:32","Twitter for iPhone",0,0,"in","","original","",0,0,"",0,0,1051144757919940608,"https://pbs.twimg.com/profile_images/1476228621358362628/2zA7waLb_normal.jpg",5117,100,1,"2018-10-13 12:16:54","peerrnaliit nott nd.","✋","",
104,1577285277672157184,"https://twitter.com/randhilicious/statuses/1577285277672157184","https://twitter.com/randhilicious/statuses/1577285277672157184","randhilicious","@Muhdzahir @UzhaFauzan @PT_Transjakarta Skema kaya gitu udh jauh dari 2019 sih, wajib, persis sprt kalo naik Mikrotrans. cm emg krn skrg lagi ada tarif integrasi antarmoda JakLingko, mekanismenya jd kaya naik MRT Kudu tap-in &amp; tap-out. Baru cm diwajibkan tap-out aja udah lngsung manja ""naik kendaraan pribadi lg deh"" 🙃","@Muhdzahir @UzhaFauzan @PT_Transjakarta Skema kaya gitu udh jauh dari 2019 sih, wajib, persis sprt kalo naik Mikrotrans. cm emg krn skrg lagi ada tarif integrasi antarmoda JakLingko, mekanismenya jd kaya naik MRT Kudu tap-in &amp; tap-out. Baru cm diwajibkan tap-out aja udah lngsung manja ""naik kendaraan pribadi lg deh"" 🙃","2022-10-04 09:11:29","Twitter for Android",0,0,"in","","reply","Muhdzahir",87160454,1577267671225503744,"",0,0,1482274573,"https://pbs.twimg.com/profile_images/1010863034523217921/KPnIJs3c_normal.jpg",11224,369,762,"2013-06-04 09:14:11","Sagittarius | Minum Kopi 3x Sehari  | Penikmat 🚍🚈🏃🚴#JakLingko | SONY XPERIA and LUMIA Photography 📸","Tebet, Indonesia","",
105,1577272940466302977,"https://twitter.com/knowbinchan/statuses/1577272940466302977","https://twitter.com/knowbinchan/statuses/1577272940466302977","knowbinchan","@hellofayer @PT_Transjakarta Satu juga bisa. Mungkin kalo mau beli yg versi bank sama jaklingko gitu  Iya kalo ga tap out nanti pas mau tap in lg kayak ngeblokir gitu mesti di reset lg. Td aku kena 2x bayar pas tap in sama tap out kayak progres blm beres udh disebar ke masy","@hellofayer @PT_Transjakarta Satu juga bisa. Mungkin kalo mau beli yg versi bank sama jaklingko gitu  Iya kalo ga tap out nanti pas mau tap in lg kayak ngeblokir gitu mesti di reset lg. Td aku kena 2x bayar pas tap in sama tap out kayak progres blm beres udh disebar ke masy","2022-10-04 08:22:27","Twitter for Android",0,0,"in","","reply","hellofayer",1267091515,1577272517881831426,"",0,0,1096785338062626819,"https://pbs.twimg.com/profile_images/1562562720745984000/DMMMWFyT_normal.jpg",30017,257,9139,"2019-02-16 09:56:16",979899,"she/her","",
106,1577270875371769860,"https://twitter.com/NovyAstria/statuses/1577270875371769860","https://twitter.com/NovyAstria/statuses/1577270875371769860","NovyAstria","Drama kaum menengah ngehe jekardah hari ini adalah, hujan yg tak berkesudahan dan kartu jaklingko","Drama kaum menengah ngehe jekardah hari ini adalah, hujan yg tak berkesudahan dan kartu jaklingko","2022-10-04 08:14:15","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,49228349,"https://pbs.twimg.com/profile_images/995475188308369408/QOcMoAtJ_normal.jpg",52981,401,1351,"2009-06-21 00:17:20","Anak Muda Aset Negara","","",
107,1577270622933352448,"https://twitter.com/NovyAstria/statuses/1577270622933352448","https://twitter.com/NovyAstria/statuses/1577270622933352448","NovyAstria","@D05723084 @banRie_Me @PT_Transjakarta Ih mayan ya. Tadi mau aktifasi flas, mesinnya error. Nekat pake Jaklingko sisa 4ribu. Udah tap in error, tap lagi saldo kepotong. Untung dibolehin masuk. Pas tap out ga bisa pake Jaklingko, akhirnya pake flash kepotong 3500","@D05723084 @banRie_Me @PT_Transjakarta Ih mayan ya. Tadi mau aktifasi flas, mesinnya error. Nekat pake Jaklingko sisa 4ribu. Udah tap in error, tap lagi saldo kepotong. Untung dibolehin masuk. Pas tap out ga bisa pake Jaklingko, akhirnya pake flash kepotong 3500","2022-10-04 08:13:15","Twitter for Android",1,0,"in","","reply","D05723084",1283636642780073986,1577267436444823552,"",0,0,49228349,"https://pbs.twimg.com/profile_images/995475188308369408/QOcMoAtJ_normal.jpg",52981,401,1351,"2009-06-21 00:17:20","Anak Muda Aset Negara","","",
108,1577270313368576000,"https://twitter.com/OmAyd19/statuses/1577270313368576000","https://twitter.com/OmAyd19/statuses/1577270313368576000","OmAyd19","@ak25120515 @banteng_w @PT_Transjakarta Up up up Gw juga begini nih, begitu gw mau tapout di halte pengumpan, malah kena lagi 3500 padahal pake kartu jaklingko","@ak25120515 @banteng_w @PT_Transjakarta Up up up Gw juga begini nih, begitu gw mau tapout di halte pengumpan, malah kena lagi 3500 padahal pake kartu jaklingko","2022-10-04 08:12:01","Twitter Web App",0,0,"in","","reply","ak25120515",1518068575227232257,1577257329153970176,"",0,0,1292677776521142272,"https://pbs.twimg.com/profile_images/1331054733969170432/5AsNXwnU_normal.jpg",892,49,20,"2020-08-10 00:23:07","Ask me who I am • for entertainment purposes only • some tweets may contain 18+ explicit contents ❗","Jakarta","",
109,1577268792874668032,"https://twitter.com/Yusron1908/statuses/1577268792874668032","https://twitter.com/Yusron1908/statuses/1577268792874668032","Yusron1908","@PT_Transjakarta Beli kartu jaklingko dimana?","@PT_Transjakarta Beli kartu jaklingko dimana?","2022-10-04 08:05:59","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577249316993130496,"",0,0,875726304884039682,"https://pbs.twimg.com/profile_images/1575596622679273473/Uf9ZMQ08_normal.jpg",1048,621,160,"2017-06-16 10:46:36","","","",
110,1577268633339764736,"https://twitter.com/Askrlfess/statuses/1577268633339764736","https://twitter.com/Askrlfess/statuses/1577268633339764736","Askrlfess","guys kalo naik jaklingko, bisa bayar make tapcash BNI atau ga kartu flazz bca atau engga? [askrl]","guys kalo naik jaklingko, bisa bayar make tapcash BNI atau ga kartu flazz bca atau engga? [askrl]","2022-10-04 08:05:21","Askrlfess",1,0,"in","","original","",0,0,"",0,0,1197225394866282496,"https://pbs.twimg.com/profile_images/1390241463657668608/t7fsuv4I_normal.jpg",982440,16069,616752,"2019-11-20 13:49:25","Base automenfess yang membahas tentang hal apapun, RL, lucu-lucuan dll. | Pengaduan, kerjasama/pp dm : @sudrajart | Rules cek like","Jakarta, Indonesia","",
111,1577267155007332353,"https://twitter.com/apomadeinjogja/statuses/1577267155007332353","https://twitter.com/apomadeinjogja/statuses/1577267155007332353","apomadeinjogja","@PT_Transjakarta udah tap out tetep aja pas di cek dimesin jaklingko kartunya belum aktif jd ttp  kepotong 2x hadeh","@PT_Transjakarta udah tap out tetep aja pas di cek dimesin jaklingko kartunya belum aktif jd ttp  kepotong 2x hadeh","2022-10-04 07:59:28","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1505584113990135809,"https://pbs.twimg.com/profile_images/1549574653278298112/smk5jytJ_normal.jpg",236,8,0,"2022-03-20 12:37:11","","","",
112,1577264526906380289,"https://twitter.com/tithakuddah/statuses/1577264526906380289","https://twitter.com/tithakuddah/statuses/1577264526906380289","tithakuddah","kepala kejedot berasa bocor anjir, ini ga tau berdarah apa kagak, masih di Jaklingko😭","kepala kejedot berasa bocor anjir, ini ga tau berdarah apa kagak, masih di Jaklingko😭","2022-10-04 07:49:02","Twitter for iPhone",0,0,"in","","original","",0,0,"",0,0,132097448,"https://pbs.twimg.com/profile_images/1441778711775244288/YPLoUYRe_normal.jpg",17203,191,831,"2010-04-12 04:05:37","","Jakarta Capital Region","",
113,1577261134532706304,"https://twitter.com/ihsani_fauzan/statuses/1577261134532706304","https://twitter.com/ihsani_fauzan/statuses/1577261134532706304","ihsani_fauzan","@jodaya_56 ada notif dr app Jaklingko mah udh berlaku","@jodaya_56 ada notif dr app Jaklingko mah udh berlaku","2022-10-04 07:35:33","Twitter for Android",0,0,"in","","reply","jodaya_56",164575073,1577250692493758465,"",0,0,1543429482,"https://pbs.twimg.com/profile_images/1512297854886309890/uh30DaQf_normal.jpg",8051,265,163,"2013-06-24 10:53:45","🚅 🚝","","",
114,1577261081910599680,"https://twitter.com/NovyAstria/statuses/1577261081910599680","https://twitter.com/NovyAstria/statuses/1577261081910599680","NovyAstria","Min @PT_Transjakarta cara isi kartu JakLingko masih harus di halte TJ dan MRT ya?","Min @PT_Transjakarta cara isi kartu JakLingko masih harus di halte TJ dan MRT ya?","2022-10-04 07:35:20","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,49228349,"https://pbs.twimg.com/profile_images/995475188308369408/QOcMoAtJ_normal.jpg",52981,401,1351,"2009-06-21 00:17:20","Anak Muda Aset Negara","","",
115,1577259937192759301,"https://twitter.com/Toughfiq/statuses/1577259937192759301","https://twitter.com/Toughfiq/statuses/1577259937192759301","Toughfiq","@softshyboi Bisa biasanya dari jaklingko,mrt, TJ,commuter line","@softshyboi Bisa biasanya dari jaklingko,mrt, TJ,commuter line","2022-10-04 07:30:47","Twitter for Android",0,0,"in","","reply","softshyboi",1072197266469937154,1577259796012879873,"",0,0,2251726663,"https://pbs.twimg.com/profile_images/1576548595574063105/4nIU3qcc_normal.jpg",27348,171,189,"2013-12-18 04:32:02","Ignorance is a bliss #GGMU","All around you","",
116,1577259774894538752,"https://twitter.com/farghifar/statuses/1577259774894538752","https://twitter.com/farghifar/statuses/1577259774894538752","farghifar","@PT_Transjakarta Min kalo pake aplikasi jaklingko sistemnya apakah sama seperti penggunaan kartu?","@PT_Transjakarta Min kalo pake aplikasi jaklingko sistemnya apakah sama seperti penggunaan kartu?","2022-10-04 07:30:09","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577249316993130496,"",0,0,117312617,"https://pbs.twimg.com/profile_images/1574363750429511683/Ki3-szwN_normal.jpg",12763,357,468,"2010-02-25 00:32:01","Akan baik baik saja walaupun ada kehadiranmu ataupun tidak sama sekali","924 Gilman Street, Berkeley","",
117,1577258911027015680,"https://twitter.com/RatuBulletProof/statuses/1577258911027015680","https://twitter.com/RatuBulletProof/statuses/1577258911027015680","RatuBulletProof","@PT_Transjakarta halo min, jaklingko Grogol-Meruya saat ini beroperasi ga ya?","@PT_Transjakarta halo min, jaklingko Grogol-Meruya saat ini beroperasi ga ya?","2022-10-04 07:26:43","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,401344385,"https://pbs.twimg.com/profile_images/1506283997311438849/z8ix6VMO_normal.jpg",1590,196,216,"2011-10-30 08:09:52","💜 Do you want to shop for your needs? please click the link in my bio 💃","DKI Jakarta, Indonesia","",
118,1577250526504587264,"https://twitter.com/anekwoodpecker/statuses/1577250526504587264","https://twitter.com/anekwoodpecker/statuses/1577250526504587264","anekwoodpecker","@PT_Transjakarta Berarti kalau turun di halte yang gak ada tap outnya, kartunya bakal keblokir? Kartunya ini khusus Jaklingko atau semuanya?","@PT_Transjakarta Berarti kalau turun di halte yang gak ada tap outnya, kartunya bakal keblokir? Kartunya ini khusus Jaklingko atau semuanya?","2022-10-04 06:53:24","Twitter for Android",8,0,"in","","reply","PT_Transjakarta",104556071,1577249316993130496,"",0,0,1059009758634471424,"https://pbs.twimg.com/profile_images/1577214057807245312/DIOsT70L_normal.jpg",8723,350,248,"2018-11-04 04:09:36","aku suka kucing dan suka pusing (●´⌓`●)","","",
119,1577250289681596416,"https://twitter.com/randhilicious/statuses/1577250289681596416","https://twitter.com/randhilicious/statuses/1577250289681596416","randhilicious","@PT_Transjakarta Ternyata Bersamaan dengan Berlakunya Tarif Integrasi Antarmoda dgn sistem JakLingko dengan menggunakan Kartu, jadi mau nikmati tarif JakLingko gak cuma pakai Aplikasi tapi juga pakai Kartu, lumayan kartu OK OTRIP tetap berlaku 🤩","@PT_Transjakarta Ternyata Bersamaan dengan Berlakunya Tarif Integrasi Antarmoda dgn sistem JakLingko dengan menggunakan Kartu, jadi mau nikmati tarif JakLingko gak cuma pakai Aplikasi tapi juga pakai Kartu, lumayan kartu OK OTRIP tetap berlaku 🤩","2022-10-04 06:52:27","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577249316993130496,"",0,0,1482274573,"https://pbs.twimg.com/profile_images/1010863034523217921/KPnIJs3c_normal.jpg",11224,369,762,"2013-06-04 09:14:11","Sagittarius | Minum Kopi 3x Sehari  | Penikmat 🚍🚈🏃🚴#JakLingko | SONY XPERIA and LUMIA Photography 📸","Tebet, Indonesia","",
120,1577247996630089729,"https://twitter.com/bandarbaru_1/statuses/1577247996630089729","https://twitter.com/bandarbaru_1/statuses/1577247996630089729","bandarbaru_1","@koes_kus_chan @BuswayFansC Sepengalaman saya, mesin tap di angkot Jaklingko terkadang tidak berfungsi sepanjang perjalanan. Juga, terkadang sopir langsung tancap gas setelah saya turun. Tidak memungkinkan untuk melakukan tap-out.  Makanya saya merasa kebijakan wajib tap-out belum bisa diimplementasikan.","@koes_kus_chan @BuswayFansC Sepengalaman saya, mesin tap di angkot Jaklingko terkadang tidak berfungsi sepanjang perjalanan. Juga, terkadang sopir langsung tancap gas setelah saya turun. Tidak memungkinkan untuk melakukan tap-out.  Makanya saya merasa kebijakan wajib tap-out belum bisa diimplementasikan.","2022-10-04 06:43:20","TweetDeck",0,0,"in","","reply","koes_kus_chan",795203946,1577145873930539010,"",0,0,1571508081858846721,"https://pbs.twimg.com/profile_images/1571516994025033731/sCDAM8rB_normal.jpg",704,46,1,"2022-09-18 10:35:15","He/Him 25 years old 🇮🇩 | Tweet adalah pandangan pribadi","Indonesia","",
121,1577245330487529472,"https://twitter.com/thisnotbey/statuses/1577245330487529472","https://twitter.com/thisnotbey/statuses/1577245330487529472","thisnotbey","@collegemenfess setengah jalan lumayan bangett, aku dr tmpt les mahal tp krna ada barengan jd aku diturunin pas setengah jalan jd abistu aku naik angkutan umum kaya angkot atau jaklingko jd gratiss😍","@collegemenfess setengah jalan lumayan bangett, aku dr tmpt les mahal tp krna ada barengan jd aku diturunin pas setengah jalan jd abistu aku naik angkutan umum kaya angkot atau jaklingko jd gratiss😍","2022-10-04 06:32:45","Twitter for iPhone",0,0,"in","","reply","collegemenfess",1046084008742801408,1577235489543041024,"",0,0,1178299768117743617,"https://pbs.twimg.com/profile_images/1576547427649490951/0E6PgtwJ_normal.jpg",27545,259,73,"2019-09-29 09:26:28","aku memang pecinta wanita","","",
122,1577240954238820352,"https://twitter.com/NasriSyawaldi/statuses/1577240954238820352","https://twitter.com/NasriSyawaldi/statuses/1577240954238820352","NasriSyawaldi","@PT_Transjakarta @apri__adi Ada ya KMT KRL  dan KMT JAKLINGKO? beda nya apa? 😅","@PT_Transjakarta @apri__adi Ada ya KMT KRL  dan KMT JAKLINGKO? beda nya apa? 😅","2022-10-04 06:15:21","Twitter for iPhone",0,0,"in","","reply","PT_Transjakarta",104556071,1577228853206216705,"",0,0,959843767506235392,"https://pbs.twimg.com/profile_images/1391961196144693248/f74hSOkL_normal.jpg",282,121,20,"2018-02-03 12:39:22","onde mande bla bla bla cilup baa","","",
123,1577235488271781891,"https://twitter.com/r_ymzkiiii/statuses/1577235488271781891","https://twitter.com/r_ymzkiiii/statuses/1577235488271781891","r_ymzkiiii","@PT_Transjakarta Mau tanya min, untuk di KUE nya kan minimal harus ada saldo 5rb kan, itu apa cuma kartu keluaran Bank aja yang harus ada minimal saldo atau E-Money, Tapcash Jaklingko Card juga harus ada min saldo?","@PT_Transjakarta Mau tanya min, untuk di KUE nya kan minimal harus ada saldo 5rb kan, itu apa cuma kartu keluaran Bank aja yang harus ada minimal saldo atau E-Money, Tapcash Jaklingko Card juga harus ada min saldo?","2022-10-04 05:53:38","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577218439164596225,"",0,0,1270991940029345792,"https://pbs.twimg.com/profile_images/1576281921121681409/9ylOqlAG_normal.jpg",247,80,24,"2020-06-11 04:11:15","18Y.o .  Isi be kalo lagi gabut⬇️","DKI Jakarta, Indonesia","",
124,1577235005083832320,"https://twitter.com/cantigiunguu/statuses/1577235005083832320","https://twitter.com/cantigiunguu/statuses/1577235005083832320","cantigiunguu","@iyaudahyaa @BisKota_ Serius, yg kebanyakan eror sih tdi yg pake kartu jaklingko","@iyaudahyaa @BisKota_ Serius, yg kebanyakan eror sih tdi yg pake kartu jaklingko","2022-10-04 05:51:43","Twitter for Android",0,0,"in","","reply","iyaudahyaa",890958823,1577234668193079298,"",0,0,478471359,"https://pbs.twimg.com/profile_images/1541311883940343808/JtIzqz03_normal.jpg",20174,607,720,"2012-01-30 04:48:17","cuma tempat nyampah untuk berkeluh kesah .  I tweet, I talk to myself. INFJ - T","Indonesia","",
125,1577228853206216705,"https://twitter.com/PT_Transjakarta/statuses/1577228853206216705","https://twitter.com/PT_Transjakarta/statuses/1577228853206216705","PT_Transjakarta","@apri__adi Halo Kak. Saat ini kartu KMT KRL tidak bisa digunakan di Transjakarta. Terkecuali kartu KMT Jaklingko bisa digunakan di mesin gate yang berada di Halte Transjakarta. Silakan gunakan Kartu uang elektronik seperti kartu JakLingko, Flazz, e-Money, TapCash, Brizzi dan JakCard. ^RA","@apri__adi Halo Kak. Saat ini kartu KMT KRL tidak bisa digunakan di Transjakarta. Terkecuali kartu KMT Jaklingko bisa digunakan di mesin gate yang berada di Halte Transjakarta. Silakan gunakan Kartu uang elektronik seperti kartu JakLingko, Flazz, e-Money, TapCash, Brizzi dan JakCard. ^RA","2022-10-04 05:27:16","TweetDeck",1,0,"in","","reply","apri__adi",162661932,1577228557675565056,"",0,0,104556071,"https://pbs.twimg.com/profile_images/894410793705365504/gKLX0MkN_normal.jpg",420083,23,478545,"2010-01-13 12:57:02","Akun Twitter resmi PT Transportasi Jakarta. Jika memiliki pertanyaan dapat menghubungi twitter, 1500-102 atau halo TiJe pada apps Tije","Jakarta",1,
126,1577227017808150528,"https://twitter.com/PT_Transjakarta/statuses/1577227017808150528","https://twitter.com/PT_Transjakarta/statuses/1577227017808150528","PT_Transjakarta","@clareionly Halo Kak. Saat ini kartu KMT KRL tidak bisa digunakan di Transjakarta. Terkecuali kartu KMT Jaklingko bisa digunakan di mesin gate yang berada di Halte Transjakarta. Silakan gunakan Kartu uang elektronik seperti kartu JakLingko, Flazz, e-Money, TapCash, Brizzi dan JakCard. ^Ir","@clareionly Halo Kak. Saat ini kartu KMT KRL tidak bisa digunakan di Transjakarta. Terkecuali kartu KMT Jaklingko bisa digunakan di mesin gate yang berada di Halte Transjakarta. Silakan gunakan Kartu uang elektronik seperti kartu JakLingko, Flazz, e-Money, TapCash, Brizzi dan JakCard. ^Ir","2022-10-04 05:19:59","TweetDeck",1,0,"in","","reply","clareionly",1490538063659139082,1577226360178692096,"",0,0,104556071,"https://pbs.twimg.com/profile_images/894410793705365504/gKLX0MkN_normal.jpg",420083,23,478545,"2010-01-13 12:57:02","Akun Twitter resmi PT Transportasi Jakarta. Jika memiliki pertanyaan dapat menghubungi twitter, 1500-102 atau halo TiJe pada apps Tije","Jakarta",1,
127,1577223616508268544,"https://twitter.com/cat5ims/statuses/1577223616508268544","https://twitter.com/cat5ims/statuses/1577223616508268544","cat5ims","@VlVACEE Pake jaklingko","@VlVACEE Pake jaklingko","2022-10-04 05:06:28","Twitter for Android",0,0,"in","","reply","VlVACEE",1370654740372090880,1577219685707550720,"",0,0,1248449018629255169,"https://pbs.twimg.com/profile_images/1551899716426035201/OusS1lg0_normal.jpg",30109,521,322,"2020-04-09 23:13:46","non-binary • they/them • 🅱️ • 🔞nsfw • 6\'3","Jakarta Selatan, DKI Jakarta","",
128,1577222196933468160,"https://twitter.com/Annisaswan1/statuses/1577222196933468160","https://twitter.com/Annisaswan1/statuses/1577222196933468160","Annisaswan1","@PT_Transjakarta Restock lagi kartu jaklingko dong min SEGERA..","@PT_Transjakarta Restock lagi kartu jaklingko dong min SEGERA..","2022-10-04 05:00:49","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577212727491452929,"",0,0,2360958162,"https://pbs.twimg.com/profile_images/1059768127712456704/05zhrHYr_normal.jpg",5708,189,103,"2014-02-25 06:49:43","Akhirnya bisa tweet liriknya mba Taylor.  ""I don\'t know about you, but I\'m feeling 22."" xoxo","Indonesia","",
129,1577215990063980547,"https://twitter.com/skzhyungline/statuses/1577215990063980547","https://twitter.com/skzhyungline/statuses/1577215990063980547","skzhyungline","@PT_Transjakarta kalo pakai jaklingko ada perbedaan gak daripada pakai kartu flazz dll buat transit di blok m yg bayar itu, sama tap in tap out ini?","@PT_Transjakarta kalo pakai jaklingko ada perbedaan gak daripada pakai kartu flazz dll buat transit di blok m yg bayar itu, sama tap in tap out ini?","2022-10-04 04:36:09","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1196854892041658368,"https://pbs.twimg.com/profile_images/1558102660766543875/qgHxqVqF_normal.jpg",18884,122,195,"2019-11-19 13:17:08","muddy water enthusiast","","",
130,1577213194908467200,"https://twitter.com/tanyakanrl/statuses/1577213194908467200","https://twitter.com/tanyakanrl/statuses/1577213194908467200","tanyakanrl","💚 jaklingko sampe jam berapa sih?","💚 jaklingko sampe jam berapa sih?","2022-10-04 04:25:03","Twitter for Mac",1,0,"in","","original","",0,0,"",0,0,1331650559518990336,"https://pbs.twimg.com/profile_images/1406236086884462593/KTECvoQx_normal.jpg",461361,12844,461519,"2020-11-25 12:26:57","Menfess bot for sharing about rl things  ✨┆Use Tanyarl or 💚 for trigger • ❝ Pengaduan : @octobecr & @thericherr ❞ Operated by @suvpen ⸻ More info, check link👇","Indonesia","",
131,1577213035088781315,"https://twitter.com/walvenardo/statuses/1577213035088781315","https://twitter.com/walvenardo/statuses/1577213035088781315","walvenardo","Min @PT_Transjakarta  Kalau misalnya turun di halte Blok M dan mau lanjut ke halte lain harus keluar dan tap kartu ya? Apakah disarankan menggunakan kartu JakLingko agar dapat tarif terintegrasi? Mohon info.","Min @PT_Transjakarta  Kalau misalnya turun di halte Blok M dan mau lanjut ke halte lain harus keluar dan tap kartu ya? Apakah disarankan menggunakan kartu JakLingko agar dapat tarif terintegrasi? Mohon info.","2022-10-04 04:24:25","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,47261942,"https://pbs.twimg.com/profile_images/1568975760173715457/GzF2S_2m_normal.jpg",48500,1360,364,"2009-06-15 00:47:19","🥲🥳😲🥺","TweetMilikPribadi | ♥️🔄≠Agree","",
132,1577205871288807425,"https://twitter.com/jodaya_56/statuses/1577205871288807425","https://twitter.com/jodaya_56/statuses/1577205871288807425","jodaya_56","@LeonardEricLie @maztommy Sbnrnya kotak biadabnya udah ada itu, malah di ig Jaklingko udah di post, tp implementasi di TJ malah duarr surprised motherfucker","@LeonardEricLie @maztommy Sbnrnya kotak biadabnya udah ada itu, malah di ig Jaklingko udah di post, tp implementasi di TJ malah duarr surprised motherfucker","2022-10-04 03:55:57","Twitter for Android",0,0,"in","","reply","LeonardEricLie",1054721107423506432,1577202694699110401,"",0,0,164575073,"https://pbs.twimg.com/profile_images/1564110415700692992/lTLZC6Ov_normal.jpg",137772,1248,665,"2010-07-09 01:52:35","I live in a country full of morons","Bekasi","",
133,1577203883675332611,"https://twitter.com/Mikhatanu/statuses/1577203883675332611","https://twitter.com/Mikhatanu/statuses/1577203883675332611","Mikhatanu","Tarif integrasi jaklingko dah bisa dipakai di kartu flazz, tapi aplikasi nya ga bisa dibuka di Ios karena ""You are using jailbroken ios which is prohibited to use this app"" pdahal ga jailbreak 🫠","Tarif integrasi jaklingko dah bisa dipakai di kartu flazz, tapi aplikasi nya ga bisa dibuka di Ios karena ""You are using jailbroken ios which is prohibited to use this app"" pdahal ga jailbreak 🫠","2022-10-04 03:48:03","Twitter Web App",0,0,"in","","original","",0,0,"",0,0,596949541,"https://pbs.twimg.com/profile_images/1534094150836006912/dxj6wXd__normal.jpg",1208,387,87,"2012-06-01 20:53:11","My bio. Profile pic IS NOT made by me. Tweets are personal opinion and not meant to be an insult. ""Open source is not a choice, it\'s a way of life.""","","",
